age,workClass,educationNum,martialStatus,occupation,relationship,race,sex,capitalGain,capitalLoss,hoursPerWeek,nativeCountry,income
0.3013698630136986,5,0.8,4,0,1,4,1,0.021740217402174022,0.0,0.3979591836734694,0,0
0.4520547945205479,4,0.8,2,3,0,4,1,0.0,0.0,0.12244897959183673,0,0
0.2876712328767123,2,0.5333333333333333,0,5,1,4,1,0.0,0.0,0.3979591836734694,0,0
0.4931506849315068,2,0.4,2,5,0,2,1,0.0,0.0,0.3979591836734694,0,0
0.1506849315068493,2,0.8,2,9,5,2,0,0.0,0.0,0.3979591836734694,1,0
0.273972602739726,2,0.8666666666666667,2,3,5,4,0,0.0,0.0,0.3979591836734694,0,0
0.4383561643835616,2,0.26666666666666666,3,7,1,2,0,0.0,0.0,0.15306122448979592,1,0
0.4794520547945205,4,0.5333333333333333,2,3,0,4,1,0.0,0.0,0.4489795918367347,0,1
0.1917808219178082,2,0.8666666666666667,4,9,1,4,0,0.14084140841408413,0.0,0.5,0,1
0.3424657534246575,2,0.8,2,3,0,4,1,0.051780517805178054,0.0,0.3979591836734694,0,1
0.273972602739726,2,0.6,2,3,0,2,1,0.0,0.0,0.8061224489795918,0,1
0.1780821917808219,5,0.8,2,9,0,1,1,0.0,0.0,0.3979591836734694,1,1
0.0821917808219178,2,0.8,4,0,3,4,0,0.0,0.0,0.29591836734693877,0,0
0.2054794520547945,2,0.7333333333333333,4,11,1,2,1,0.0,0.0,0.5,0,0
0.2328767123287671,2,0.2,2,13,0,0,1,0.0,0.0,0.4489795918367347,1,0
0.1095890410958904,4,0.5333333333333333,4,4,3,4,1,0.0,0.0,0.3469387755102041,0,0
0.2054794520547945,2,0.5333333333333333,4,6,4,4,1,0.0,0.0,0.3979591836734694,0,0
0.2876712328767123,2,0.4,2,11,0,4,1,0.0,0.0,0.5,0,0
0.3561643835616438,4,0.8666666666666667,0,3,4,4,0,0.0,0.0,0.4489795918367347,0,1
0.3150684931506849,2,1.0,2,9,0,4,1,0.0,0.0,0.6020408163265306,0,1
0.5068493150684932,2,0.5333333333333333,5,7,4,2,0,0.0,0.0,0.19387755102040816,0,0
0.2465753424657534,0,0.26666666666666666,2,4,0,2,1,0.0,0.0,0.3979591836734694,0,0
0.3561643835616438,2,0.4,2,13,0,4,1,0.0,0.4687786960514233,0.3979591836734694,0,0
0.5753424657534246,2,0.5333333333333333,0,12,4,4,0,0.0,0.0,0.3979591836734694,0,0
0.5342465753424658,1,0.8,2,12,0,4,1,0.0,0.0,0.3979591836734694,0,1
0.0273972602739726,2,0.5333333333333333,4,2,3,4,1,0.0,0.0,0.3979591836734694,0,0
0.3013698630136986,2,0.5333333333333333,0,3,1,4,1,0.0,0.0,0.8061224489795918,0,0
0.4383561643835616,2,0.5333333333333333,2,2,0,4,1,0.0,0.0,0.3979591836734694,0,0
0.0821917808219178,1,0.7333333333333333,4,10,1,4,1,0.0,0.0,0.5204081632653061,0,0
0.0410958904109589,2,0.6,4,11,3,2,1,0.0,0.0,0.4387755102040816,0,0
0.3835616438356164,2,0.8,0,3,3,4,1,0.0,0.32323232323232326,0.3979591836734694,0,0
0.1780821917808219,0,0.6,2,0,3,4,1,0.0,0.0,0.3979591836734694,0,0
0.0684931506849315,5,0.6,2,7,0,2,1,0.0,0.0,0.14285714285714285,0,0
0.4246575342465753,2,0.4,4,6,4,4,1,0.0,0.0,0.3979591836734694,1,0
0.0547945205479452,2,0.6,4,6,3,4,1,0.0,0.0,0.3979591836734694,0,0
0.0273972602739726,2,0.5333333333333333,1,0,5,4,0,0.0,0.0,0.24489795918367346,0,0
0.4246575342465753,4,0.7333333333333333,2,9,0,4,1,0.0,0.0,0.3979591836734694,0,0
0.1917808219178082,2,0.26666666666666666,2,6,0,4,1,0.0,0.0,0.42857142857142855,0,0
0.4931506849315068,4,0.8,2,9,0,4,1,0.0,0.0,0.3979591836734694,0,0
0.0958904109589041,2,0.8,2,12,0,4,1,0.0,0.0,0.5,0,0
0.4383561643835616,2,0.5333333333333333,5,0,4,4,0,0.0,0.0,0.3979591836734694,0,0
0.1095890410958904,2,0.5333333333333333,4,5,1,4,1,0.0,0.0,0.3469387755102041,0,0
0.547945205479452,0,0.8,2,9,0,2,1,0.0,0.0,0.3979591836734694,0,1
0.4931506849315068,2,0.5333333333333333,2,6,0,4,1,0.0,0.0,0.37755102040816324,0,0
0.3698630136986301,2,0.8666666666666667,0,3,4,4,0,0.0,0.0,0.3979591836734694,0,0
0.3287671232876712,5,0.6666666666666666,2,2,0,4,1,0.0,0.0,0.3979591836734694,0,0
0.1643835616438356,2,0.6666666666666666,4,9,1,4,1,0.0,0.0,0.42857142857142855,0,0
0.1095890410958904,2,0.6,2,3,5,3,0,0.0,0.0,0.3979591836734694,0,0
0.410958904109589,2,0.9333333333333333,2,9,5,4,0,0.0,0.4366391184573003,0.6020408163265306,1,1
0.4520547945205479,0,0.8,0,3,1,4,1,0.0,0.0,0.5510204081632653,0,1
0.410958904109589,3,0.5333333333333333,0,3,1,4,1,0.0,0.0,0.6020408163265306,0,0
0.3561643835616438,2,0.6,2,12,0,4,1,0.0,0.0,0.3979591836734694,0,1
0.3972602739726027,2,0.13333333333333333,2,6,0,4,1,0.0,0.0,0.3979591836734694,1,0
0.2465753424657534,2,0.6666666666666666,2,7,0,4,1,0.0,0.0,0.3979591836734694,1,0
0.3287671232876712,2,0.5333333333333333,2,0,0,4,1,0.0,0.0,0.47959183673469385,0,0
0.1780821917808219,2,0.5333333333333333,2,6,0,4,1,0.05013050130501305,0.0,0.3979591836734694,0,0
0.1780821917808219,2,0.8,2,11,0,4,1,0.024070240702407025,0.0,0.3979591836734694,0,0
0.4246575342465753,2,0.5333333333333333,2,13,0,4,1,0.0,0.0,0.3979591836734694,0,0
0.3424657534246575,2,1.0,2,9,0,4,1,0.0,0.0,0.4489795918367347,0,1
0.1643835616438356,2,0.6,0,12,1,4,1,0.0,0.0,0.5816326530612245,0,0
0.2602739726027397,2,0.5333333333333333,2,2,0,4,1,0.0,0.0,0.3979591836734694,0,0
0.1506849315068493,2,0.6,0,0,1,4,0,0.0,0.0,0.3979591836734694,0,0
0.4931506849315068,2,0.5333333333333333,2,0,5,4,0,0.0,0.0,0.3979591836734694,0,1
0.4383561643835616,3,0.6,2,3,0,4,1,0.0,0.0,0.5,0,1
0.0273972602739726,2,0.6,4,9,3,4,1,0.0,0.0,0.3163265306122449,0,0
0.1917808219178082,2,0.8,5,11,3,2,0,0.0,0.0,0.3979591836734694,0,0
0.1643835616438356,4,0.8,2,11,0,4,1,0.0,0.0,0.7040816326530612,0,1
0.0821917808219178,2,0.6,4,6,1,4,1,0.0,0.0,0.3979591836734694,0,0
0.8493150684931506,2,0.6,2,9,2,4,1,0.0,0.0,0.19387755102040816,0,0
0.136986301369863,2,0.5333333333333333,4,7,3,4,1,0.0,0.0,0.3979591836734694,1,0
0.3150684931506849,2,0.7333333333333333,2,0,0,4,1,0.0,0.0,0.3979591836734694,0,0
0.0136986301369863,2,0.4,4,7,3,4,0,0.0,0.0,0.21428571428571427,0,0
0.1917808219178082,1,0.2,2,4,0,4,1,0.0,0.0,0.3979591836734694,0,0
0.0136986301369863,2,0.5333333333333333,4,11,1,4,1,0.0,0.0,0.29591836734693877,0,0
0.4794520547945205,2,0.8,2,7,0,4,1,0.0,0.0,0.3979591836734694,1,0
0.3972602739726027,2,0.5333333333333333,2,7,5,4,0,0.0,0.0,0.3979591836734694,0,0
0.5753424657534246,2,0.5333333333333333,2,11,0,4,1,0.0,0.0,0.47959183673469385,0,0
0.3698630136986301,2,0.5333333333333333,0,2,1,4,0,0.14344143441434415,0.0,0.3979591836734694,0,1
0.4931506849315068,2,0.5333333333333333,0,11,3,4,0,0.0,0.0,0.3469387755102041,0,0
0.4383561643835616,1,0.5333333333333333,2,10,0,4,1,0.0,0.0,0.3979591836734694,0,1
0.2191780821917808,2,0.8666666666666667,2,9,0,4,1,0.0,0.0,0.5,0,0
0.1780821917808219,2,0.26666666666666666,4,11,1,4,1,0.0,0.0,0.3979591836734694,0,0
0.3561643835616438,0,1.0,4,9,1,4,0,0.0,0.0,0.5,0,1
0.547945205479452,2,0.6666666666666666,2,9,0,4,1,0.0,0.0,0.3979591836734694,0,0
0.273972602739726,2,0.6,0,2,4,4,0,0.0,0.0,0.3979591836734694,0,0
0.1506849315068493,2,0.6,0,6,4,2,0,0.0,0.0,0.24489795918367346,0,0
0.2328767123287671,1,0.8,2,10,0,4,1,0.0,0.0,0.3979591836734694,0,1
0.1643835616438356,1,0.6,4,5,1,4,1,0.0,0.0,0.5,0,0
0.4246575342465753,4,1.0,2,9,0,4,1,0.0,0.4366391184573003,0.6020408163265306,0,1
0.273972602739726,2,0.6,2,11,0,4,1,0.0,0.0,0.47959183673469385,0,1
0.4246575342465753,2,0.7333333333333333,0,3,4,4,0,0.0,0.0,0.3979591836734694,1,0
0.2054794520547945,0,0.5333333333333333,4,7,3,2,1,0.0,0.0,0.3979591836734694,0,0
0.8082191780821918,2,0.8666666666666667,2,3,0,4,1,0.0,0.0,0.3979591836734694,0,1
0.3698630136986301,2,0.8,2,3,0,4,1,0.15024150241502415,0.0,0.6020408163265306,0,1
0.410958904109589,4,0.8666666666666667,4,9,1,4,0,0.0,0.0,0.5,0,0
0.0410958904109589,2,0.6,4,12,3,4,0,0.0,0.0,0.3979591836734694,0,0
0.1643835616438356,2,0.5333333333333333,4,2,1,4,1,0.0,0.0,0.3979591836734694,0,0
0.2054794520547945,3,0.5333333333333333,2,2,0,4,1,0.07688076880768807,0.0,0.3979591836734694,0,1
0.1780821917808219,2,0.4,4,5,3,4,1,0.0,0.0,0.3979591836734694,0,0
0.1917808219178082,1,0.5333333333333333,4,0,1,4,0,0.0,0.0,0.3979591836734694,0,0
0.3424657534246575,2,0.5333333333333333,2,5,0,4,1,0.0,0.0,0.3979591836734694,0,0
0.0958904109589041,2,0.8,4,11,2,4,1,0.0,0.0,0.3979591836734694,0,0
0.2876712328767123,2,0.9333333333333333,2,9,0,4,1,0.0,0.0,0.3979591836734694,0,1
0.5342465753424658,4,0.5333333333333333,2,7,0,4,1,0.0,0.4331955922865014,0.5,1,1
0.1506849315068493,2,0.6,2,11,5,4,0,0.04064040640406404,0.0,0.24489795918367346,0,0
0.2602739726027397,2,0.5333333333333333,4,6,3,4,0,0.0,0.0,0.3979591836734694,0,0
0.4931506849315068,2,0.26666666666666666,2,5,0,4,1,0.0,0.0,0.5,0,0
0.5342465753424658,3,0.6,2,11,0,4,1,0.0,0.0,0.5,0,0
0.4383561643835616,1,0.6666666666666666,2,2,0,2,1,0.0,0.0,0.3979591836734694,0,1
0.5205479452054794,2,0.6,2,11,0,4,1,0.0,0.0,0.5612244897959183,0,0
0.0684931506849315,2,0.5333333333333333,4,2,1,4,1,0.0,0.0,0.40816326530612246,0,0
0.0547945205479452,2,0.6,4,7,3,4,0,0.0,0.0,0.3979591836734694,0,0
0.3150684931506849,2,0.8,2,3,0,4,1,0.0,0.0,0.6020408163265306,0,0
0.1780821917808219,2,0.8,4,3,3,2,1,0.0,0.0,0.3979591836734694,1,0
0.1643835616438356,5,0.8,2,9,0,4,1,0.0,0.0,0.5,0,1
0.0273972602739726,2,0.6,4,7,3,2,1,0.0,0.0,0.3469387755102041,0,0
0.410958904109589,2,0.8,2,3,5,4,0,0.0,0.0,0.3979591836734694,0,1
0.0410958904109589,2,0.6,4,0,3,4,0,0.0,0.39462809917355374,0.2755102040816326,0,0
